UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
21324,10/13/2016 12:00:00 AM,05:55:24,1.27,48,30.46,46,156.86,13.5,22620,64860
21623,10/13/2016 12:00:00 AM,06:00:23,1.25,48,30.46,46,168.52,10.12,22620,64860
21920,10/13/2016 12:00:00 AM,06:05:20,1.96,48,30.46,46,162.51,13.5,22620,64860
22226,10/13/2016 12:00:00 AM,06:10:26,3.63,48,30.46,45,170.95,14.62,22620,64860
22522,10/13/2016 12:00:00 AM,06:15:22,5.86,49,30.46,44,168.35,11.25,22620,64860
22825,10/13/2016 12:00:00 AM,06:20:25,8.13,49,30.46,44,167.16,7.87,22620,64860
23127,10/13/2016 12:00:00 AM,06:25:27,10.33,49,30.46,43,181.42,10.12,22620,64860
23423,10/13/2016 12:00:00 AM,06:30:23,12.27,49,30.46,43,155.7,12.37,22620,64860
23728,10/13/2016 12:00:00 AM,06:35:28,14.08,49,30.46,42,131.61,12.37,22620,64860
24025,10/13/2016 12:00:00 AM,06:40:25,15.63,50,30.46,41,170.07,11.25,22620,64860
24325,10/13/2016 12:00:00 AM,06:45:25,16.87,50,30.47,41,160.98,9.0,22620,64860
24621,10/13/2016 12:00:00 AM,06:50:21,17.94,50,30.46,41,172.76,9.0,22620,64860
24927,10/13/2016 12:00:00 AM,06:55:27,18.94,51,30.47,40,166.87,7.87,22620,64860
25220,10/13/2016 12:00:00 AM,07:00:20,19.73,51,30.47,39,134.41,15.75,22620,64860
25521,10/13/2016 12:00:00 AM,07:05:21,20.53,51,30.47,39,142.5,13.5,22620,64860
25821,10/13/2016 12:00:00 AM,07:10:21,21.13,51,30.47,39,135.54,9.0,22620,64860
26122,10/13/2016 12:00:00 AM,07:15:22,22.53,52,30.47,38,177.51,7.87,22620,64860
26420,10/13/2016 12:00:00 AM,07:20:20,57.67,52,30.47,36,143.36,6.75,22620,64860
26722,10/13/2016 12:00:00 AM,07:25:22,257.24,53,30.47,36,184.58,3.37,22620,64860
27020,10/13/2016 12:00:00 AM,07:30:20,286.28,55,30.47,34,137.83,11.25,22620,64860
27322,10/13/2016 12:00:00 AM,07:35:22,312.77,56,30.48,33,111.53,11.25,22620,64860
27619,10/13/2016 12:00:00 AM,07:40:19,336.59,57,30.48,33,122.42,7.87,22620,64860
27924,10/13/2016 12:00:00 AM,07:45:24,358.32,57,30.48,32,167.44,3.37,22620,64860
28221,10/13/2016 12:00:00 AM,07:50:21,379.43,58,30.48,31,122.6,9.0,22620,64860
28519,10/13/2016 12:00:00 AM,07:55:19,400.32,59,30.48,29,45.95,2.25,22620,64860
28825,10/13/2016 12:00:00 AM,08:00:25,421.84,59,30.48,29,68.26,5.62,22620,64860
29123,10/13/2016 12:00:00 AM,08:05:23,442.65,60,30.48,28,73.36,9.0,22620,64860
29420,10/13/2016 12:00:00 AM,08:10:20,462.8,60,30.48,28,30.73,3.37,22620,64860
29722,10/13/2016 12:00:00 AM,08:15:22,483.68,60,30.48,27,92.58,4.5,22620,64860
30022,10/13/2016 12:00:00 AM,08:20:22,503.65,61,30.48,27,38.27,7.87,22620,64860
30328,10/13/2016 12:00:00 AM,08:25:28,523.55,61,30.48,27,83.02,4.5,22620,64860
30628,10/13/2016 12:00:00 AM,08:30:28,542.78,61,30.48,28,86.68,6.75,22620,64860
30920,10/13/2016 12:00:00 AM,08:35:20,562.06,61,30.48,27,140.86,9.0,22620,64860
31218,10/13/2016 12:00:00 AM,08:40:18,581.01,62,30.48,26,69.47,2.25,22620,64860
31523,10/13/2016 12:00:00 AM,08:45:23,600.39,62,30.48,27,78.84,6.75,22620,64860
31824,10/13/2016 12:00:00 AM,08:50:24,619.05,62,30.49,26,139.82,5.62,22620,64860
32123,10/13/2016 12:00:00 AM,08:55:23,636.74,62,30.49,26,174.46,5.62,22620,64860
32423,10/13/2016 12:00:00 AM,09:00:23,654.21,62,30.49,26,52.92,6.75,22620,64860
32721,10/13/2016 12:00:00 AM,09:05:21,672.65,63,30.49,27,16.03,3.37,22620,64860
33018,10/13/2016 12:00:00 AM,09:10:18,689.86,63,30.49,27,116.08,5.62,22620,64860
33320,10/13/2016 12:00:00 AM,09:15:20,706.69,63,30.49,27,97.23,10.12,22620,64860
33619,10/13/2016 12:00:00 AM,09:20:19,722.4,63,30.49,26,42.1,6.75,22620,64860
33920,10/13/2016 12:00:00 AM,09:25:20,737.63,64,30.49,28,120.1,7.87,22620,64860
34221,10/13/2016 12:00:00 AM,09:30:21,753.48,64,30.49,28,353.0,2.25,22620,64860
34526,10/13/2016 12:00:00 AM,09:35:26,769.35,64,30.49,28,27.32,5.62,22620,64860
34821,10/13/2016 12:00:00 AM,09:40:21,783.19,64,30.49,26,16.82,6.75,22620,64860
35121,10/13/2016 12:00:00 AM,09:45:21,798.62,64,30.49,24,32.01,9.0,22620,64860
35424,10/13/2016 12:00:00 AM,09:50:24,810.89,64,30.49,26,77.21,4.5,22620,64860
35723,10/13/2016 12:00:00 AM,09:55:23,823.57,65,30.49,25,8.13,2.25,22620,64860
36026,10/13/2016 12:00:00 AM,10:00:26,837.93,65,30.49,26,66.98,6.75,22620,64860
36323,10/13/2016 12:00:00 AM,10:05:23,849.58,65,30.49,26,36.67,5.62,22620,64860
36621,10/13/2016 12:00:00 AM,10:10:21,860.77,65,30.49,27,182.24,3.37,22620,64860
36921,10/13/2016 12:00:00 AM,10:15:21,870.01,65,30.49,30,70.23,3.37,22620,64860
37219,10/13/2016 12:00:00 AM,10:20:19,886.13,65,30.49,35,336.45,10.12,22620,64860
37524,10/13/2016 12:00:00 AM,10:25:24,896.42,65,30.49,33,0.11,3.37,22620,64860
37822,10/13/2016 12:00:00 AM,10:30:22,906.6,65,30.49,29,32.88,3.37,22620,64860
38125,10/13/2016 12:00:00 AM,10:35:25,915.95,65,30.49,30,2.32,5.62,22620,64860
38422,10/13/2016 12:00:00 AM,10:40:22,926.08,65,30.49,29,29.62,5.62,22620,64860
38723,10/13/2016 12:00:00 AM,10:45:23,935.04,65,30.49,28,82.67,3.37,22620,64860
39022,10/13/2016 12:00:00 AM,10:50:22,943.78,65,30.49,34,29.57,9.0,22620,64860
39319,10/13/2016 12:00:00 AM,10:55:19,950.52,64,30.49,31,35.15,6.75,22620,64860
39623,10/13/2016 12:00:00 AM,11:00:23,957.31,64,30.49,29,8.42,3.37,22620,64860
39924,10/13/2016 12:00:00 AM,11:05:24,966.25,64,30.49,30,46.93,6.75,22620,64860
40222,10/13/2016 12:00:00 AM,11:10:22,971.25,64,30.48,31,24.12,6.75,22620,64860
40519,10/13/2016 12:00:00 AM,11:15:19,978.32,64,30.48,28,53.62,4.5,22620,64860
40821,10/13/2016 12:00:00 AM,11:20:21,984.57,64,30.48,30,18.0,2.25,22620,64860
41125,10/13/2016 12:00:00 AM,11:25:25,990.56,65,30.48,30,62.99,7.87,22620,64860
41427,10/13/2016 12:00:00 AM,11:30:27,997.13,65,30.48,27,21.97,5.62,22620,64860
41722,10/13/2016 12:00:00 AM,11:35:22,998.68,66,30.47,29,6.73,4.5,22620,64860
42024,10/13/2016 12:00:00 AM,11:40:24,1002.99,66,30.47,30,17.86,10.12,22620,64860
42318,10/13/2016 12:00:00 AM,11:45:18,1007.0,66,30.47,33,48.8,3.37,22620,64860
42622,10/13/2016 12:00:00 AM,11:50:22,1005.88,66,30.47,35,26.41,11.25,22620,64860
42928,10/13/2016 12:00:00 AM,11:55:28,1009.39,66,30.47,30,344.89,5.62,22620,64860
43221,10/13/2016 12:00:00 AM,12:00:21,1009.16,66,30.47,32,38.84,4.5,22620,64860
43520,10/13/2016 12:00:00 AM,12:05:20,1011.93,66,30.46,37,108.9,10.12,22620,64860
43822,10/13/2016 12:00:00 AM,12:10:22,1008.82,65,30.46,46,0.12,11.25,22620,64860
44122,10/13/2016 12:00:00 AM,12:15:22,1008.08,65,30.46,46,71.24,5.62,22620,64860
44426,10/13/2016 12:00:00 AM,12:20:26,1006.97,65,30.45,46,61.29,6.75,22620,64860
44724,10/13/2016 12:00:00 AM,12:25:24,1008.33,64,30.45,50,42.93,6.75,22620,64860
45021,10/13/2016 12:00:00 AM,12:30:21,1004.86,64,30.45,51,8.43,5.62,22620,64860
45321,10/13/2016 12:00:00 AM,12:35:21,1005.42,63,30.45,54,49.0,5.62,22620,64860
45620,10/13/2016 12:00:00 AM,12:40:20,1004.33,64,30.45,42,75.25,11.25,22620,64860
45923,10/13/2016 12:00:00 AM,12:45:23,998.6,64,30.45,45,64.08,13.5,22620,64860
46224,10/13/2016 12:00:00 AM,12:50:24,994.11,64,30.45,50,64.69,4.5,22620,64860
46525,10/13/2016 12:00:00 AM,12:55:25,987.4,64,30.44,53,50.91,3.37,22620,64860
46820,10/13/2016 12:00:00 AM,13:00:20,983.14,64,30.44,55,52.11,5.62,22620,64860
47122,10/13/2016 12:00:00 AM,13:05:22,974.69,64,30.44,50,68.31,7.87,22620,64860
47419,10/13/2016 12:00:00 AM,13:10:19,970.68,64,30.44,49,82.37,3.37,22620,64860
47719,10/13/2016 12:00:00 AM,13:15:19,967.28,64,30.44,44,54.91,10.12,22620,64860
48022,10/13/2016 12:00:00 AM,13:20:22,957.49,64,30.44,47,74.26,9.0,22620,64860
48323,10/13/2016 12:00:00 AM,13:25:23,949.78,64,30.43,46,35.0,9.0,22620,64860
48620,10/13/2016 12:00:00 AM,13:30:20,940.04,64,30.44,46,12.18,12.37,22620,64860
48920,10/13/2016 12:00:00 AM,13:35:20,928.85,65,30.44,44,42.06,7.87,22620,64860
49222,10/13/2016 12:00:00 AM,13:40:22,924.66,64,30.43,45,31.95,4.5,22620,64860
49525,10/13/2016 12:00:00 AM,13:45:25,911.6,65,30.44,45,91.42,7.87,22620,64860
49823,10/13/2016 12:00:00 AM,13:50:23,895.17,65,30.44,56,82.83,4.5,22620,64860
50120,10/13/2016 12:00:00 AM,13:55:20,891.0,64,30.44,51,47.65,14.62,22620,64860
50424,10/13/2016 12:00:00 AM,14:00:24,875.39,63,30.43,59,35.63,10.12,22620,64860
50722,10/13/2016 12:00:00 AM,14:05:22,865.68,63,30.43,56,1.33,4.5,22620,64860
51020,10/13/2016 12:00:00 AM,14:10:20,857.71,63,30.43,50,134.53,5.62,22620,64860
51323,10/13/2016 12:00:00 AM,14:15:23,839.83,63,30.43,55,21.79,2.25,22620,64860
51625,10/13/2016 12:00:00 AM,14:20:25,828.71,63,30.43,44,90.38,10.12,22620,64860
51920,10/13/2016 12:00:00 AM,14:25:20,816.91,64,30.43,35,119.95,3.37,22620,64860
52223,10/13/2016 12:00:00 AM,14:30:23,803.3,64,30.43,35,56.11,9.0,22620,64860
52524,10/13/2016 12:00:00 AM,14:35:24,787.22,65,30.43,36,37.1,5.62,22620,64860
52822,10/13/2016 12:00:00 AM,14:40:22,772.55,65,30.43,34,101.1,5.62,22620,64860
53121,10/13/2016 12:00:00 AM,14:45:21,758.23,65,30.43,33,8.19,6.75,22620,64860
53422,10/13/2016 12:00:00 AM,14:50:22,744.29,65,30.42,31,77.19,7.87,22620,64860
53727,10/13/2016 12:00:00 AM,14:55:27,727.46,66,30.42,30,11.94,5.62,22620,64860
54022,10/13/2016 12:00:00 AM,15:00:22,711.65,66,30.42,28,79.24,5.62,22620,64860
54319,10/13/2016 12:00:00 AM,15:05:19,693.27,66,30.43,32,338.83,1.12,22620,64860
54626,10/13/2016 12:00:00 AM,15:10:26,676.04,65,30.43,37,28.01,12.37,22620,64860
54919,10/13/2016 12:00:00 AM,15:15:19,659.22,65,30.42,39,44.16,3.37,22620,64860
55220,10/13/2016 12:00:00 AM,15:20:20,640.6,65,30.43,38,89.96,4.5,22620,64860
55520,10/13/2016 12:00:00 AM,15:25:20,623.48,65,30.42,39,62.15,3.37,22620,64860
55825,10/13/2016 12:00:00 AM,15:30:25,604.5,65,30.42,38,92.45,7.87,22620,64860
56120,10/13/2016 12:00:00 AM,15:35:20,585.16,65,30.42,39,58.42,2.25,22620,64860
56423,10/13/2016 12:00:00 AM,15:40:23,566.86,65,30.42,33,30.42,5.62,22620,64860
56721,10/13/2016 12:00:00 AM,15:45:21,547.75,65,30.42,32,92.44,6.75,22620,64860
57023,10/13/2016 12:00:00 AM,15:50:23,526.35,66,30.42,33,85.66,7.87,22620,64860
57321,10/13/2016 12:00:00 AM,15:55:21,507.03,66,30.42,31,163.29,3.37,22620,64860
57626,10/13/2016 12:00:00 AM,16:00:26,485.95,66,30.43,37,30.7,6.75,22620,64860
57921,10/13/2016 12:00:00 AM,16:05:21,465.84,65,30.43,35,123.18,4.5,22620,64860
58225,10/13/2016 12:00:00 AM,16:10:25,443.56,65,30.43,40,14.76,5.62,22620,64860
58519,10/13/2016 12:00:00 AM,16:15:19,426.08,65,30.43,28,120.8,3.37,22620,64860
58821,10/13/2016 12:00:00 AM,16:20:21,405.71,65,30.43,24,0.1,4.5,22620,64860
59123,10/13/2016 12:00:00 AM,16:25:23,383.74,65,30.43,27,359.92,4.5,22620,64860
59420,10/13/2016 12:00:00 AM,16:30:20,362.43,64,30.43,28,26.63,3.37,22620,64860
59719,10/13/2016 12:00:00 AM,16:35:19,341.74,64,30.43,29,4.32,2.25,22620,64860
60027,10/13/2016 12:00:00 AM,16:40:27,318.72,65,30.43,23,83.46,6.75,22620,64860
60321,10/13/2016 12:00:00 AM,16:45:21,293.32,65,30.43,21,134.14,7.87,22620,64860
60620,10/13/2016 12:00:00 AM,16:50:20,265.63,64,30.44,21,12.89,6.75,22620,64860
60925,10/13/2016 12:00:00 AM,16:55:25,236.15,64,30.44,25,55.5,6.75,22620,64860
61222,10/13/2016 12:00:00 AM,17:00:22,207.07,64,30.44,25,359.93,5.62,22620,64860
61522,10/13/2016 12:00:00 AM,17:05:22,178.31,63,30.44,25,42.22,5.62,22620,64860
61822,10/13/2016 12:00:00 AM,17:10:22,149.99,63,30.44,27,81.16,4.5,22620,64860
62125,10/13/2016 12:00:00 AM,17:15:25,122.69,63,30.44,24,45.97,3.37,22620,64860
62424,10/13/2016 12:00:00 AM,17:20:24,98.34,63,30.44,23,98.72,3.37,22620,64860
62726,10/13/2016 12:00:00 AM,17:25:26,76.29,63,30.44,22,68.81,5.62,22620,64860
63018,10/13/2016 12:00:00 AM,17:30:18,56.73,62,30.44,23,61.35,5.62,22620,64860
63322,10/13/2016 12:00:00 AM,17:35:22,38.24,62,30.44,24,115.21,2.25,22620,64860
63620,10/13/2016 12:00:00 AM,17:40:20,27.39,62,30.44,26,64.57,4.5,22620,64860
63921,10/13/2016 12:00:00 AM,17:45:21,22.93,61,30.44,23,113.07,5.62,22620,64860
64224,10/13/2016 12:00:00 AM,17:50:24,10.57,60,30.44,25,135.16,3.37,22620,64860
64823,10/13/2016 12:00:00 AM,18:00:23,5.9,58,30.45,29,121.56,9.0,22620,64860
65122,10/13/2016 12:00:00 AM,18:05:22,3.71,58,30.45,30,103.58,3.37,22620,64860
65420,10/13/2016 12:00:00 AM,18:10:20,2.08,57,30.45,30,105.04,4.5,22620,64860
65722,10/13/2016 12:00:00 AM,18:15:22,1.23,57,30.45,31,122.31,6.75,22620,64860
66020,10/13/2016 12:00:00 AM,18:20:20,1.23,56,30.45,32,135.59,5.62,22620,64860
66322,10/13/2016 12:00:00 AM,18:25:22,1.27,56,30.45,32,125.02,5.62,22620,64860
66623,10/13/2016 12:00:00 AM,18:30:23,1.25,56,30.45,32,154.79,2.25,22620,64860
66922,10/13/2016 12:00:00 AM,18:35:22,1.25,55,30.45,33,175.81,2.25,22620,64860
67223,10/13/2016 12:00:00 AM,18:40:23,1.24,55,30.45,31,100.38,2.25,22620,64860
67524,10/13/2016 12:00:00 AM,18:45:24,1.3,55,30.45,33,67.14,4.5,22620,64860
67824,10/13/2016 12:00:00 AM,18:50:24,1.25,55,30.45,33,187.2,3.37,22620,64860
68120,10/13/2016 12:00:00 AM,18:55:20,1.23,54,30.46,33,149.44,9.0,22620,64860
68424,10/13/2016 12:00:00 AM,19:00:24,1.21,54,30.46,33,136.13,3.37,22620,64860
68723,10/13/2016 12:00:00 AM,19:05:23,1.23,54,30.46,34,160.52,3.37,22620,64860
69024,10/13/2016 12:00:00 AM,19:10:24,1.25,53,30.46,33,168.56,2.25,22620,64860
69326,10/13/2016 12:00:00 AM,19:15:26,1.23,53,30.46,32,173.8,5.62,22620,64860
69623,10/13/2016 12:00:00 AM,19:20:23,1.21,53,30.46,31,141.72,2.25,22620,64860
69922,10/13/2016 12:00:00 AM,19:25:22,1.27,53,30.47,29,138.2,6.75,22620,64860
70222,10/13/2016 12:00:00 AM,19:30:22,1.27,53,30.47,30,90.61,3.37,22620,64860
70523,10/13/2016 12:00:00 AM,19:35:23,1.23,53,30.47,30,129.28,3.37,22620,64860
70823,10/13/2016 12:00:00 AM,19:40:23,1.24,53,30.47,30,131.24,9.0,22620,64860
71125,10/13/2016 12:00:00 AM,19:45:25,1.24,53,30.47,30,135.77,6.75,22620,64860
71421,10/13/2016 12:00:00 AM,19:50:21,1.23,53,30.48,30,117.77,3.37,22620,64860
71720,10/13/2016 12:00:00 AM,19:55:20,1.25,53,30.48,31,138.05,6.75,22620,64860
72023,10/13/2016 12:00:00 AM,20:00:23,1.22,53,30.48,31,132.6,3.37,22620,64860
72324,10/13/2016 12:00:00 AM,20:05:24,1.25,53,30.48,32,117.62,5.62,22620,64860
72619,10/13/2016 12:00:00 AM,20:10:19,1.27,52,30.48,33,174.65,3.37,22620,64860
72923,10/13/2016 12:00:00 AM,20:15:23,1.21,52,30.48,33,123.02,3.37,22620,64860
73220,10/13/2016 12:00:00 AM,20:20:20,1.19,52,30.48,32,141.53,5.62,22620,64860
73525,10/13/2016 12:00:00 AM,20:25:25,1.25,52,30.48,33,190.25,2.25,22620,64860
73821,10/13/2016 12:00:00 AM,20:30:21,1.26,52,30.48,34,166.21,7.87,22620,64860
74121,10/13/2016 12:00:00 AM,20:35:21,1.25,52,30.48,34,173.84,9.0,22620,64860
74419,10/13/2016 12:00:00 AM,20:40:19,1.25,52,30.48,34,164.7,4.5,22620,64860
74722,10/13/2016 12:00:00 AM,20:45:22,1.25,52,30.48,35,146.38,7.87,22620,64860
75027,10/13/2016 12:00:00 AM,20:50:27,1.25,52,30.48,36,173.66,3.37,22620,64860
75321,10/13/2016 12:00:00 AM,20:55:21,1.21,51,30.49,37,144.68,7.87,22620,64860
75623,10/13/2016 12:00:00 AM,21:00:23,1.24,51,30.49,38,164.22,7.87,22620,64860
75923,10/13/2016 12:00:00 AM,21:05:23,1.26,51,30.48,38,187.16,7.87,22620,64860
76221,10/13/2016 12:00:00 AM,21:10:21,1.26,51,30.48,38,179.58,7.87,22620,64860
76525,10/13/2016 12:00:00 AM,21:15:25,1.22,51,30.49,38,163.9,6.75,22620,64860
76821,10/13/2016 12:00:00 AM,21:20:21,1.27,51,30.49,38,185.26,7.87,22620,64860
77126,10/13/2016 12:00:00 AM,21:25:26,1.25,51,30.49,38,185.53,6.75,22620,64860
77422,10/13/2016 12:00:00 AM,21:30:22,1.23,51,30.49,38,170.94,7.87,22620,64860
77720,10/13/2016 12:00:00 AM,21:35:20,1.2,51,30.49,38,154.94,7.87,22620,64860
78020,10/13/2016 12:00:00 AM,21:40:20,1.25,51,30.49,38,158.71,6.75,22620,64860
78322,10/13/2016 12:00:00 AM,21:45:22,1.25,50,30.49,39,167.29,6.75,22620,64860
78627,10/13/2016 12:00:00 AM,21:50:27,1.22,50,30.49,40,158.44,5.62,22620,64860
78923,10/13/2016 12:00:00 AM,21:55:23,1.26,50,30.49,39,171.01,6.75,22620,64860
79219,10/13/2016 12:00:00 AM,22:00:19,1.22,50,30.49,38,142.8,5.62,22620,64860
79525,10/13/2016 12:00:00 AM,22:05:25,1.23,50,30.49,38,156.04,4.5,22620,64860
79822,10/13/2016 12:00:00 AM,22:10:22,1.22,51,30.49,36,144.5,7.87,22620,64860
80123,10/13/2016 12:00:00 AM,22:15:23,1.24,51,30.49,36,172.6,7.87,22620,64860
80422,10/13/2016 12:00:00 AM,22:20:22,1.23,51,30.48,36,174.73,4.5,22620,64860
80723,10/13/2016 12:00:00 AM,22:25:23,1.24,51,30.49,36,166.73,5.62,22620,64860
81041,10/13/2016 12:00:00 AM,22:30:41,1.25,51,30.49,37,165.74,5.62,22620,64860
81324,10/13/2016 12:00:00 AM,22:35:24,1.26,51,30.49,37,166.27,7.87,22620,64860
81624,10/13/2016 12:00:00 AM,22:40:24,1.24,51,30.49,36,156.58,10.12,22620,64860
81923,10/13/2016 12:00:00 AM,22:45:23,1.22,51,30.49,36,137.37,10.12,22620,64860
82224,10/13/2016 12:00:00 AM,22:50:24,1.21,51,30.49,37,166.64,3.37,22620,64860
82523,10/13/2016 12:00:00 AM,22:55:23,1.25,51,30.49,37,171.11,7.87,22620,64860
82818,10/13/2016 12:00:00 AM,23:00:18,1.22,51,30.48,38,155.97,7.87,22620,64860
83124,10/13/2016 12:00:00 AM,23:05:24,1.23,50,30.48,38,170.7,6.75,22620,64860
83423,10/13/2016 12:00:00 AM,23:10:23,1.26,50,30.48,39,171.76,7.87,22620,64860
83722,10/13/2016 12:00:00 AM,23:15:22,1.23,50,30.48,38,138.05,11.25,22620,64860
84024,10/13/2016 12:00:00 AM,23:20:24,1.23,51,30.47,38,190.96,9.0,22620,64860
84322,10/13/2016 12:00:00 AM,23:25:22,1.24,51,30.47,38,153.84,11.25,22620,64860
84622,10/13/2016 12:00:00 AM,23:30:22,1.25,51,30.47,39,162.28,9.0,22620,64860
84921,10/13/2016 12:00:00 AM,23:35:21,1.23,51,30.47,38,167.94,12.37,22620,64860
85222,10/13/2016 12:00:00 AM,23:40:22,1.23,51,30.47,37,165.39,10.12,22620,64860
85521,10/13/2016 12:00:00 AM,23:45:21,1.24,52,30.47,37,134.96,5.62,22620,64860
85821,10/13/2016 12:00:00 AM,23:50:21,1.26,52,30.47,37,177.66,11.25,22620,64860
86120,10/13/2016 12:00:00 AM,23:55:20,1.22,52,30.47,37,161.48,9.0,22620,64860
21,10/14/2016 12:00:00 AM,00:00:21,1.24,52,30.47,37,150.65,13.5,22620,64800
1524,10/14/2016 12:00:00 AM,00:25:24,1.22,52,30.46,36,153.82,10.12,22620,64800
1820,10/14/2016 12:00:00 AM,00:30:20,1.19,52,30.46,35,153.45,9.0,22620,64800
2123,10/14/2016 12:00:00 AM,00:35:23,1.24,52,30.46,35,177.99,11.25,22620,64800
2421,10/14/2016 12:00:00 AM,00:40:21,1.26,52,30.46,35,188.4,9.0,22620,64800
2723,10/14/2016 12:00:00 AM,00:45:23,1.24,52,30.46,35,157.3,11.25,22620,64800
3023,10/14/2016 12:00:00 AM,00:50:23,1.28,52,30.45,35,163.48,10.12,22620,64800
3320,10/14/2016 12:00:00 AM,00:55:20,1.25,52,30.45,35,175.25,10.12,22620,64800
3625,10/14/2016 12:00:00 AM,01:00:25,1.22,52,30.45,35,183.89,7.87,22620,64800
3920,10/14/2016 12:00:00 AM,01:05:20,1.26,52,30.45,34,167.54,6.75,22620,64800
4224,10/14/2016 12:00:00 AM,01:10:24,1.18,52,30.45,34,142.56,10.12,22620,64800
4523,10/14/2016 12:00:00 AM,01:15:23,1.25,52,30.45,34,157.5,9.0,22620,64800
4821,10/14/2016 12:00:00 AM,01:20:21,1.24,52,30.45,34,187.87,7.87,22620,64800
5119,10/14/2016 12:00:00 AM,01:25:19,1.23,52,30.45,33,174.68,11.25,22620,64800
5424,10/14/2016 12:00:00 AM,01:30:24,1.26,52,30.45,33,176.61,10.12,22620,64800
5722,10/14/2016 12:00:00 AM,01:35:22,1.22,52,30.45,32,166.01,11.25,22620,64800
6019,10/14/2016 12:00:00 AM,01:40:19,1.26,52,30.44,32,146.33,11.25,22620,64800
6321,10/14/2016 12:00:00 AM,01:45:21,1.24,52,30.44,31,151.85,6.75,22620,64800
6622,10/14/2016 12:00:00 AM,01:50:22,1.24,52,30.44,30,169.19,5.62,22620,64800
6921,10/14/2016 12:00:00 AM,01:55:21,1.24,52,30.44,27,73.93,5.62,22620,64800
7222,10/14/2016 12:00:00 AM,02:00:22,1.24,52,30.44,29,156.37,10.12,22620,64800
7523,10/14/2016 12:00:00 AM,02:05:23,1.23,52,30.44,28,139.72,7.87,22620,64800
7820,10/14/2016 12:00:00 AM,02:10:20,1.25,52,30.44,28,155.99,3.37,22620,64800
8123,10/14/2016 12:00:00 AM,02:15:23,1.25,52,30.44,29,145.39,4.5,22620,64800
8421,10/14/2016 12:00:00 AM,02:20:21,1.24,52,30.44,28,128.64,5.62,22620,64800
8723,10/14/2016 12:00:00 AM,02:25:23,1.22,52,30.44,28,130.62,4.5,22620,64800
9023,10/14/2016 12:00:00 AM,02:30:23,1.21,52,30.44,29,118.44,5.62,22620,64800
9622,10/14/2016 12:00:00 AM,02:40:22,1.23,51,30.44,30,169.24,3.37,22620,64800
9923,10/14/2016 12:00:00 AM,02:45:23,1.22,51,30.44,30,138.07,9.0,22620,64800
10223,10/14/2016 12:00:00 AM,02:50:23,1.22,51,30.43,30,181.53,2.25,22620,64800
10525,10/14/2016 12:00:00 AM,02:55:25,1.24,51,30.43,30,145.7,10.12,22620,64800
10822,10/14/2016 12:00:00 AM,03:00:22,1.19,50,30.43,31,158.84,6.75,22620,64800
11123,10/14/2016 12:00:00 AM,03:05:23,1.24,50,30.43,30,97.36,2.25,22620,64800
11426,10/14/2016 12:00:00 AM,03:10:26,1.23,50,30.43,31,132.41,6.75,22620,64800
11723,10/14/2016 12:00:00 AM,03:15:23,1.27,50,30.43,32,156.11,1.12,22620,64800
12320,10/14/2016 12:00:00 AM,03:25:20,1.26,50,30.42,36,94.06,6.75,22620,64800
12624,10/14/2016 12:00:00 AM,03:30:24,1.21,49,30.42,37,130.71,4.5,22620,64800
12921,10/14/2016 12:00:00 AM,03:35:21,1.21,49,30.42,38,147.66,3.37,22620,64800
13223,10/14/2016 12:00:00 AM,03:40:23,1.23,48,30.42,37,130.35,7.87,22620,64800
13527,10/14/2016 12:00:00 AM,03:45:27,1.2,48,30.42,32,135.48,6.75,22620,64800
13825,10/14/2016 12:00:00 AM,03:50:25,1.23,49,30.42,29,157.79,7.87,22620,64800
14121,10/14/2016 12:00:00 AM,03:55:21,1.24,50,30.42,28,161.07,7.87,22620,64800
14427,10/14/2016 12:00:00 AM,04:00:27,1.26,50,30.41,27,172.68,12.37,22620,64800
14720,10/14/2016 12:00:00 AM,04:05:20,1.24,51,30.41,27,171.27,7.87,22620,64800
15022,10/14/2016 12:00:00 AM,04:10:22,1.24,52,30.42,26,158.92,11.25,22620,64800
15320,10/14/2016 12:00:00 AM,04:15:20,1.24,52,30.42,32,89.23,4.5,22620,64800
15624,10/14/2016 12:00:00 AM,04:20:24,1.25,51,30.42,44,123.19,4.5,22620,64800
15919,10/14/2016 12:00:00 AM,04:25:19,1.23,50,30.42,42,145.11,2.25,22620,64800
16219,10/14/2016 12:00:00 AM,04:30:19,1.21,49,30.42,46,37.5,2.25,22620,64800
16520,10/14/2016 12:00:00 AM,04:35:20,1.23,49,30.42,47,92.47,6.75,22620,64800
16818,10/14/2016 12:00:00 AM,04:40:18,1.2,48,30.42,44,159.23,1.12,22620,64800
17124,10/14/2016 12:00:00 AM,04:45:24,1.25,48,30.42,43,359.95,2.25,22620,64800
17421,10/14/2016 12:00:00 AM,04:50:21,1.24,48,30.43,44,141.26,5.62,22620,64800
17723,10/14/2016 12:00:00 AM,04:55:23,1.22,48,30.43,42,100.92,5.62,22620,64800
18022,10/14/2016 12:00:00 AM,05:00:22,1.24,47,30.43,38,123.48,2.25,22620,64800
18318,10/14/2016 12:00:00 AM,05:05:18,1.24,48,30.43,35,153.1,7.87,22620,64800
18623,10/14/2016 12:00:00 AM,05:10:23,1.22,48,30.43,33,80.34,3.37,22620,64800
